"artist_id","artist_name","embedding","image_url"
7997,"The Contortionist","[-0.05402285936149032, -0.5829042326617183, -0.20223170673867472, -0.1236781698959797, -0.27904642459996837, -0.3720716529179959, 0.10062409455442199, -0.18412425203267227, -0.3799963816458348, 0.07735653197009378, -0.18635438844890062, 0.0766865598924506, 0.25813084017277865, 0.27745304497745615, 0.19268068190553903, -0.3411838025571207, -0.08474663490403683, -0.34517802324186975, 0.11171717407205771, -0.06812704739390796, -0.13387045445956816, -0.4764767916841744, -0.12331374518152435, -0.10545481471016736, 0.13758501128333114, -0.30683839831868426, 0.19185727516998188, -0.08853898259315997, 0.3492811909021312, 0.28639989162904533, 0.22084460630149955, -0.1402045895479807]","https://i.scdn.co/image/42dc507b854e851561a5d32ac59605da5b0778ec"
8340,"Silk City","[0.12311772922320026, -0.15715641528367996, -0.05329997145703861, -0.05066723729084645, -0.04111097069523696, -0.206727140716144, -0.19305942739759172, -0.04123037521328245, -0.2992651419980185, 0.045890714174934795, -0.02753325122674661, 0.07044907100498676, 0.023642042917864665, 0.3436602864946638, 0.038374828307756355, -0.04844707077635186, -0.2574649964060102, -0.3291818542139871, -0.2066077164241246, -0.05742334175322737, 0.09914619954569, -0.46508714130946566, 0.014637303006436144, -0.012519701783146178, 0.04779147107287177, -0.13897457186664855, 0.21800099739006587, 0.2911237158945629, 0.3651011458465031, 0.02358406995024, 0.12232755550316401, -0.11276341331124838]","https://i.scdn.co/image/78027160ac220b183233140346bdfa3cb47b0b76"
1426,"Jeff The Brotherhood","[0.1616135701042759, -0.04283952409735094, 0.001400944891592838, -0.1622040204171722, -0.09107458489365128, -0.1230368725604544, -0.14294601957949699, 0.01276628327289564, -0.2574136670218959, -0.13535319121532316, -0.06332324264410835, 0.13374314294911496, 0.20039523815913166, 0.24401491145238802, 0.23248737196786767, -0.1363412917778941, -0.3793517277617782, -0.281275085573896, -0.010487702093418804, -0.008120327540146967, 0.13560181409370897, -0.2805940391443255, -0.050887262111769596, -0.10863951332226524, 0.07604181352787888, -0.2494733183097647, 0.2722983146097822, 0.18836120504870188, 0.5217091274394551, 0.1605516343497509, 0.28985418860089607, -0.07256864715871568]","https://i.scdn.co/image/37aac7a929108266589d409de1e22d47efde21ff"
416779,"Master Peace","[0.2455659955739975, -0.14497199654579163, -0.1120700016617775, 0.0007370819803327322, -0.021530799567699432, -0.19574199616909027, -0.23972100019454956, -0.04418110102415085, -0.2584739923477173, -0.18412600457668304, -0.22923800349235535, -0.009943880140781403, -0.10333000123500824, 0.2902520000934601, 0.12316499650478363, -0.2104319930076599, -0.25037699937820435, -0.20019599795341492, -0.19009500741958618, -0.09346490353345871, 0.07288020104169846, -0.36193299293518066, 0.18069100379943848, 0.08791869878768921, 0.1663299947977066, -0.22196899354457855, 0.24068599939346313, 0.4510340094566345, 0.3816399872303009, 0.019038500264286995, 0.18097199499607086, -0.013813099823892117]",
14682,"U.R.Trax","[0.11905119568109512, -0.12220975011587143, -0.059886498376727104, -0.04579002573154867, -0.019071054877713323, -0.2472205013036728, -0.18677599728107452, -0.05592544935643673, -0.32960499823093414, 0.04004774894565344, 0.0072723597986623645, 0.10918209701776505, 0.022988799959421158, 0.29483748972415924, 0.08512239903211594, -0.030889299232512712, -0.20909349620342255, -0.3605464994907379, -0.12268345057964325, -0.053193800151348114, 0.12023254856467247, -0.5226420164108276, 0.06832895055413246, 0.037431349977850914, 0.009156829910352826, -0.1624710038304329, 0.21264950186014175, 0.2177485004067421, 0.3756905049085617, 0.00566404964774847, 0.14992500096559525, -0.13795800507068634]",
4120,"Beatrice Dillon","[0.1575573335091273, -0.03981229973336061, -0.12173296511173248, -0.06830064812675118, -0.06927723437547684, -0.25542933742205304, -0.17994699875513712, -0.05123238451778889, -0.3295663297176361, 0.04040579032152891, -0.03048362590683003, 0.09058076639970143, 0.08200800232589245, 0.3296619951725006, 0.0629651000102361, -0.055363032345970474, -0.18639270216226578, -0.2657886693874995, -0.07683886587619781, -0.044051800233622394, 0.11784703532854716, -0.43311233321825665, 0.07579610124230385, 0.030719802094002564, 0.040852153208106756, -0.19145400325457254, 0.22023433446884155, 0.23279633124669394, 0.46038567026456195, 0.011193332572778067, 0.19272767007350922, -0.17536866664886475]","https://i.scdn.co/image/d297e69953731adcbf894369e6b9b15491f00c69"
5805,"Uniiqu3","[0.19853349402546883, -0.19552599638700485, 0.34411950409412384, -0.12665700167417526, -0.019945899955928326, -0.18684449791908264, -0.20009849965572357, -0.07585454732179642, -0.393202006816864, 0.18277715519070625, -0.05697059631347656, -0.056991150602698326, 0.005934800952672958, 0.49520649015903473, 0.09185750037431717, 0.06672303285449743, -0.041199252009391785, -0.09535634890198708, -0.23460649698972702, -0.04965785052627325, 0.0384501488879323, -0.5080610066652298, 0.09100935142487288, -0.011777649633586407, 0.18310365825891495, -0.06446854083333164, 0.1501004993915558, 0.25110750645399094, 0.37360650300979614, 0.14997199922800064, 0.24749000370502472, -0.04489830043166876]",
14988,"GIN","[0.12869489309377968, -0.20546125108376145, 0.024630105821415782, -0.046864593226928264, -0.05582129811955383, -0.23617337457835674, -0.2159325995016843, -0.010436803742777556, -0.17486943944822997, 0.13398112851427868, -0.16302532702684402, 0.10881144367158413, 0.09527994465315714, 0.25119089987128973, 0.08859239384764805, -0.06183520622289507, -0.2955151875503361, -0.27229131339117885, -0.19703781185671687, -0.05274612593348138, 0.007297171650861856, -0.41658212803304195, -0.045927558647235855, -0.031056626481586136, 0.05991984480351675, -0.1570278867147863, 0.2651146911084652, 0.28113119350746274, 0.42325668781995773, 0.024260219535790384, 0.20177347981370986, -0.040259175235405564]",
8202,"Amine Edge & Dance","[0.1892432775348425, -0.19394249841570854, 0.12075264845043421, -0.042450913693755865, 0.08616934856399894, -0.18701324984431267, -0.22380025312304497, -0.09340272494591773, -0.3197905048727989, 0.02299440000206232, -0.0038846536772325635, 0.007910199463367462, -0.05283915065228939, 0.3948334977030754, 0.07048082398250699, 0.0018661236390471458, -0.15247872658073902, -0.36470551043748856, -0.14023637119680643, 0.00974679971113801, -0.002538626082241535, -0.5431492477655411, 0.09895135345868766, 0.0013126198027748615, 0.1502332966774702, -0.07471074908971786, 0.19056309945881367, 0.21182332560420036, 0.3673254996538162, -0.00913277454674244, 0.1623677248135209, -0.04397619911469519]","https://i.scdn.co/image/a8bfe20899c50b59aaf1a27d85e858e8056f8daa"
2079,"OG Maco","[0.1293768850820405, -0.2550211421080998, 0.08837529923766851, 0.007538758218288422, 0.07824134613786425, -0.19548371540648596, -0.08994502893515996, 0.005170942949397224, -0.17195798882416316, 0.05711005534976721, -0.18846807309559413, 0.004672556583370481, 0.00839987926052085, 0.3593888538224356, 0.20367885487420218, -0.07773722974317414, -0.14596291525023325, -0.20260599894183023, -0.2571168563195637, 0.0705570338094341, 0.037818561208301356, -0.4067592833723341, 0.05983798458640065, 0.07668847138328212, 0.20760771419320787, -0.26340914198330473, 0.3580092872892107, 0.30876957518713816, 0.4765652801309313, -0.03535766713321209, 0.04340745588498456, -0.1417307129928044]","https://i.scdn.co/image/bb3117e772bedd38e035a2117788ce8edf52e737"
21336,"RYUICHI SAKAMOTO","[0.1452824001510938, -0.12860566625992456, -0.11065462852517764, -0.03694196604192257, -0.11986779669920604, -0.17912094539497048, -0.302278329928716, -0.07647073020537694, -0.27133942892154056, 0.21655799945195517, 0.09953892137855291, 0.08550099780162175, 0.16254456341266632, 0.21848233540852866, 0.05995220007995764, 0.09848859844108422, -0.1273092975219091, -0.24666259934504828, 0.05078513796130816, -0.03205933173497518, 0.09593813676231851, -0.5651406546433767, 0.2564983417590459, -0.03152823199828466, 0.013787467032670975, -0.13664073000351587, 0.22540099918842316, 0.27005799611409503, 0.5109980007012686, -0.11062525119632483, 0.2372486690680186, -0.15059899787108103]",
12283,"Magnetic Ensemble","[0.14646932979424795, -0.16039016346136728, -0.06999173387885094, -0.008606550128509602, 0.0361361998366192, -0.18964866797129312, -0.21149666607379913, -0.09937173376480739, -0.22727510084708533, -0.002604799966017405, -0.055108659357453384, 0.09582113102078438, 0.09366519873340924, 0.3465483287970225, 0.06353553260366122, -0.07926256582140923, -0.24898399909337363, -0.3474663297335307, -0.0759807676076889, -0.03465160634368658, 0.14976556350787482, -0.4962153335412343, 0.11997263381878535, 0.07721436520417531, -0.005763713115205367, -0.1039411686360836, 0.24392166237036386, 0.27008233467737836, 0.3868180016676585, 0.1000217931965987, 0.10660079928735892, -0.11975333591302235]",
2190,"Grandtheft","[0.16696701624563762, -0.2035402868475233, 0.23053014491285598, 0.07665459385108468, 0.08258884346910886, -0.13741260021924973, -0.2368277119738715, -0.06647635657074195, -0.4076264330318996, -0.006391361488827637, -0.031064271660787717, 0.020153985491820743, -0.005352644116750785, 0.47331214802605764, 0.14379735823188508, -0.06182071433535644, -0.06548266126109022, -0.3410908558538982, -0.07787266207326736, -0.048437456999506266, -0.012627855076321534, -0.5406424275466374, 0.11503155529499054, -0.05704174190759659, 0.12776157100285804, -0.058107643255165646, 0.14658657354967936, 0.2250480055809021, 0.3531772920063564, 0.02601045822458608, 0.1569604596921376, -0.06663193507120013]","https://i.scdn.co/image/04b12883a8f5b271a390ce32221eca6b861de7bb"
308140,"Henning","[0.1054464999275903, -0.24654479821523032, -0.09718632946411769, -0.15180333455403647, -0.1224031001329422, -0.25026632845401764, -0.19219436248143515, 0.15043555883069834, -0.29514100154240924, 0.06909709920485814, -0.16855250298976898, 0.07889966542522113, 0.029703831300139427, 0.46141667167345685, -0.16394250839948654, -0.17571309891839823, -0.19017566492160162, -0.3142186651627223, -0.11341136693954468, -0.13833456548551717, 0.07485499729712804, -0.4728910028934479, -0.15628366669019064, 0.07389020298918088, 0.26392000665267307, -0.017242337266604107, 0.1713908283660809, 0.5451956590016683, 0.3106619914372762, -0.10587969701737165, -0.09139809509118398, -0.3397883375485738]",
11069,"Not Business","[0.11696899682283401, -0.12438800185918808, -0.0587507002055645, 0.016640299931168556, -0.14436300098896027, -0.17003999650478363, -0.09016720205545425, -0.03915710002183914, -0.3214679956436157, 0.04226600006222725, -0.04037420079112053, 0.13946999609470367, 0.119828000664711, 0.29442098736763, 0.11405900120735168, -0.016820499673485756, -0.2895379960536957, -0.34812700748443604, -0.08483409881591797, -0.027752000838518143, 0.040460698306560516, -0.3953390121459961, -0.07200690358877182, -0.04379760101437569, 0.06796509772539139, -0.21040700376033783, 0.2289540022611618, 0.2476239949464798, 0.48759400844573975, 0.11531399935483932, 0.11702200025320053, -0.06167659908533096]",
13136,"Standing on the Corner","[0.13328428752720356, -0.12252802425064147, -0.045167573262006044, -0.0305761307827197, -0.08972158865071833, -0.2332798708230257, -0.15293771168217063, -0.026051049935631454, -0.2027485475409776, 0.09905658604111522, -0.07598146636155434, 0.0742314369417727, 0.09948725113645196, 0.3152306266129017, 0.1037477757781744, -0.04913728905376047, -0.258534237742424, -0.24954222701489925, -0.19279838725924492, -0.00163541006622836, 0.10581027809530497, -0.3755200020968914, 0.007467938819900155, -0.008351100026629865, 0.12223114832886495, -0.18341687694191933, 0.23484624922275543, 0.2767116241157055, 0.5006466284394264, 0.027383975218981504, 0.1671994891948998, -0.14381693908944726]",
186857,"TV Girl","[0.16211093081839872, -0.09073381315664039, 0.006223657769462896, -0.10284741567713754, -0.08663496997257167, -0.19642525993961005, -0.18959433131940376, -0.00044506708849396807, -0.26723077709069404, -0.03923948534031895, -0.06221095232750467, 0.11744399868294031, 0.12438917395807121, 0.32412864249079354, 0.13709708983192073, -0.08900037672522866, -0.326871067544333, -0.23575958512078043, -0.09787766460575144, 0.004460439180600451, 0.048167589952076706, -0.3291593061482768, 0.011552755425477384, -0.058836657795623616, 0.04503164473165016, -0.21307598151602766, 0.22123398559195703, 0.22931837344110498, 0.4857081081085382, 0.13649846782063277, 0.23400856076134, -0.04937442154997701]","https://i.scdn.co/image/6df70b14484269c6160c68707de684aefee63247"
61,"Zola Blood","[0.19059216479460397, -0.15376410136620203, -0.02614480008681615, -0.04735855874605477, -0.04994459780088315, -0.22216766824324927, -0.24284519627690315, -0.05678509967401624, -0.29636549452940625, 0.005846679598713915, -0.03640791467235734, 0.06681323623827969, 0.005090733990073204, 0.29398540159066516, 0.06159578450024128, -0.040235084462134786, -0.25732066482305527, -0.29471300294001895, -0.13713441664973894, -0.04478359447481731, 0.04666230082511902, -0.4033946692943573, 0.1004048523803552, -0.035145849299927555, 0.035604012897238135, -0.1670764001707236, 0.21645133197307587, 0.2703513354063034, 0.45194166898727417, 0.07979700943299879, 0.160480668147405, -0.0482358803662161]","https://i.scdn.co/image/999867b3d3a2f65760bfe42d987e188b6f1ffed6"
23377,"CYRO","[0.12672920084812425, -0.1420332450758327, -0.08571164547042413, -0.033580086320977316, -0.0704769255085425, -0.1655327711593021, -0.21876105225899004, 0.03651633587750522, -0.33213563669811597, 0.031281336126002396, -0.10890330820852383, 0.10283368944444439, 0.07827522485273551, 0.2410567429932681, 0.053047055039893494, -0.020110782151195137, -0.3372432724996047, -0.36365736614574085, -0.11734091583639383, 0.0004028906961056319, 0.03444407202980735, -0.5290297269821167, -0.12397006086327812, -0.1261730291457339, 0.11882111392068592, -0.18927363780411807, 0.21269989961927588, 0.2391213673082265, 0.34800909188660706, -0.06522176279263063, 0.07693050276826728, 0.0036949461050839586]",
4437,"Foreign Beggars","[0.17730312049388885, -0.17979160249233245, -0.021897100657224656, 0.021940720081329346, 0.027544079907238485, -0.1626331776380539, -0.2165060043334961, -0.05009902659803629, -0.2990332067012787, -0.032021400332450864, -0.17752464227378367, 0.015316169138532131, 0.019551340490579605, 0.3013145953416824, 0.13043453842401503, -0.16218483969569206, -0.18883811831474304, -0.315719798207283, -0.1403146205469966, -0.05773151963949204, 0.009231839701533318, -0.4571144044399261, 0.048265399597585204, 0.05121218003332615, 0.17842696234583855, -0.14726353958249092, 0.19667112231254577, 0.32175019979476926, 0.39098519682884214, -0.03195488215424121, 0.16925118044018744, -0.047493083775043486]","https://i.scdn.co/image/50b4b29b268bed63f91729e2272f405c33ebee5d"
20851,"Audien","[0.14367769906918207, -0.16278916597366333, 0.007942001024881998, 0.014594216054926315, 0.015024700512488684, -0.18866133193174997, -0.17896766463915506, -0.02805323355520765, -0.31912266214688617, 0.04482673232754072, -0.06367106510636707, 0.044357466200987496, 0.04924460003773371, 0.28684433301289874, 0.09581860216955344, -0.036816600089271866, -0.1752433329820633, -0.32725133498509723, -0.17139666279157004, -0.009886033833026886, 0.09529206653436025, -0.4911746680736542, 0.08362046877543132, 0.04887873182694117, 0.028233553127696116, -0.15352766712506613, 0.26461633543173474, 0.26153266926606494, 0.4172990024089813, 0.012745733062426249, 0.13214666644732156, -0.12137033293644588]",
8057,"Sheck Wes","[0.15585120022296906, -0.27663180232048035, 0.08766013775020838, 0.02490402990952134, 0.008598942309617996, -0.1858702003955841, -0.11055409982800483, -0.07207358004525304, -0.23240920156240463, 0.05159947592765093, -0.16104849874973298, -0.059107360616326335, 0.12892691791057587, 0.3097339987754822, 0.1622186005115509, -0.02443004064261913, -0.1588592603802681, -0.23322660028934478, -0.22725359797477723, 0.0026153697166591884, 0.04858914464712143, -0.3833795964717865, 0.024516700208187102, 0.07124091982841492, 0.1489177815616131, -0.21401819884777068, 0.3345904052257538, 0.3095282018184662, 0.5250459969043731, -0.056450359523296356, 0.06366281919181346, -0.060675720870494845]","https://i.scdn.co/image/46d53d0c034b4ba25764b45824e185050721bb73"
204745,"pH-1","[-0.1192839965224266, -0.01310999970883131, -0.20917299389839172, 0.1449420005083084, 0.07221239805221558, 0.17513400316238403, -0.1923840045928955, -0.01860170066356659, -0.44534599781036377, 0.00988486036658287, 0.1992959976196289, -0.14268699288368225, 0.029558900743722916, 0.3669849932193756, 0.2507990002632141, -0.21788400411605835, -0.14415700733661652, -0.4599440097808838, -0.26076799631118774, -0.11274400353431702, 0.21084700524806976, -0.5601000189781189, 0.05606609955430031, 0.1384039968252182, -0.1896190047264099, -0.17483200132846832, 0.31238099932670593, 0.2529979944229126, 0.38861599564552307, -0.08762270212173462, 0.30553001165390015, -0.27930301427841187]","https://i.scdn.co/image/9f2a7f3928e884adb5b130a9129c9a249b1d8998"
150495,"Kza","[0.20897760093212128, -0.22092200219631195, 0.013634601421654225, 0.021835585497319697, -0.027881809649989008, -0.2362502008676529, -0.13871947973966597, -0.05056223561987281, -0.23604615777730942, 0.042629719525575635, -0.11825229339301586, -0.010271520167589188, 0.041746198758482934, 0.34235320091247556, 0.13758935928344726, -0.02696534264832735, -0.19732592180371283, -0.255799600481987, -0.22443386018276215, -0.04745366214774549, 0.002564124017953873, -0.40279459953308105, 0.07772729974240064, -0.004082341492176056, 0.12525206967256963, -0.1944398045539856, 0.23183559477329255, 0.29062640070915224, 0.4667911946773529, -0.01743047065101564, 0.12160027613863349, -0.06348922029137612]","https://i.scdn.co/image/28dcc9a1a2ec3e7976d1ecdc005d68ad7616b480"
11570,"Tallies","[0.18239833414554596, -0.04822440010805925, -0.10322696467240651, -0.13084866603215536, -0.084518368045489, -0.19712799787521362, -0.14832273374001184, 0.043542235158383846, -0.28973065813382465, -0.02411105763167143, -0.07633933424949646, 0.10890543460845947, 0.1585019032160441, 0.2764376699924469, 0.16379497200250626, -0.052802968149383865, -0.35039566953976947, -0.29253266751766205, -0.05425600024561087, -0.00376332380498449, 0.054419935370484986, -0.3145723342895508, -0.019050365934769314, -0.05778200055162112, 0.00802386638436777, -0.22153900067011514, 0.2805243333180745, 0.23568366964658102, 0.48957133293151855, 0.14182806760072708, 0.1854456663131714, -0.0669309323032697]",
4220,"New Found Glory","[-0.030128756821134382, -0.23439102078025992, 0.027446865950795738, -0.1709255071526224, -0.05630689025433226, -0.26719109172170813, -0.10378593604334375, -0.047875090671533886, -0.2062739103355191, 0.060812118886546654, -0.142110819674351, 0.01308616667731919, 0.25129245898940344, 0.22788163884119553, 0.13106396489522673, -0.16529146463356234, -0.27894435958428815, -0.2523597241802649, -0.08510032537477938, -0.0644131147895347, 0.004134155047888105, -0.44767509536309674, -0.06756331056187098, -0.044272827323187484, 0.04931579202159562, -0.30347617783329706, 0.24321054328571667, 0.15405355393886566, 0.4793646362694827, 0.10346349007026716, 0.24919832531701436, 0.11859519847414711]","https://i.scdn.co/image/e78440080c11bef2f9ad6f7503a97a85c8576a8a"
10033,"Franky Rizardo","[0.10658385435288603, -0.16769326410510324, 0.08338821679353714, -0.04389487236568874, 0.12547289100687273, -0.24682200225916776, -0.28272381831299176, 0.04774833733046597, -0.2867857271974737, 0.06570492735640569, -0.0046128347643058405, 0.1334990899671208, -0.15070594339208168, 0.20755494385957718, -0.009494909085333347, -0.06428444487127391, -0.10621129230342129, -0.5284787253900007, -0.05942521853880449, -0.007424605163660916, 0.07109343264759942, -0.6123996376991272, 0.2131992666558786, -0.040840798216363924, 0.16642479365691543, -0.12980356372215532, 0.2853299067779021, 0.23283208906650543, 0.3021115443923257, -0.03146680071949959, 0.16210727258162064, -0.006046908653595231]",
4338,"Scarlet","[0.10172064648941159, -0.2908910270780325, -0.059452574234455824, -0.0009771748445928097, -0.15255805104970932, -0.1435729470103979, -0.13181859999895096, -0.04648102424107492, -0.28421299532055855, 0.11372902826406062, -0.06981675140559673, 0.06293237511999905, 0.14770027995109558, 0.3088807463645935, 0.15644022449851036, -0.13197834696620703, -0.2772282548248768, -0.330619502812624, -0.0764758251607418, -0.05531334376428276, -0.014846974983811378, -0.3522780016064644, -0.05358900176361203, -0.052235625218600035, 0.06742505554575473, -0.23958849906921387, 0.22729652421548963, 0.21323475055396557, 0.4518527537584305, 0.1924845464527607, 0.14236562512815, -0.0187692753970623]","https://i.scdn.co/image/e252dd3abd9120eee30730b3cd12fc90f081faf2"
112602,"Brenda Lee","[0.226842999458313, -0.14708200097084045, 0.061866600066423416, 0.09130100160837173, -0.2710080146789551, 0.004966270178556442, 0.17412500083446503, 0.10111500322818756, -0.45621100068092346, 0.009591040201485157, -0.10690400004386902, 0.2637619972229004, 0.04869209975004196, 0.3904719948768616, 0.20499500632286072, -0.008785760030150414, -0.6096869707107544, -0.4202069938182831, -0.08795870095491409, 0.13156099617481232, 0.30192500352859497, -0.4421690106391907, -0.1782200038433075, -0.09042830020189285, 0.14498400688171387, -0.07740859687328339, 0.035623498260974884, 0.09362609684467316, 0.37155500054359436, -0.212568998336792, 0.10004600137472153, -0.031976599246263504]","https://i.scdn.co/image/dab5271410046465ee78034771f41e5c4b78a343"
11644,"Yama Warashi","[0.22138939648866654, -0.03563884049654007, -0.0917166791856289, -0.14517733864486218, -0.1847225993871689, 0.04596362039446831, -0.20637448132038116, 0.007364383898675442, -0.15038837641477584, 0.036901219934225085, -0.10038692019879818, 0.17140281945466995, 0.3200911968946457, 0.3825139909982681, 0.07150284126400948, -0.039350879937410356, -0.22866139709949493, -0.26218400299549105, 0.15156011916697026, 0.05730138523504138, 0.06460194103419781, -0.43550220131874084, 0.0982386589050293, 0.06213703900575638, -0.07396232262253762, -0.107863799482584, 0.3255049973726273, 0.3263417989015579, 0.5732348024845123, 0.12747765742242337, 0.09087265953421593, -0.14938743859529496]",
103355,"Alfred García","[0.1308020055294037, -0.2658959925174713, -0.28756600618362427, -0.3341920077800751, -0.08531100302934647, -0.27633199095726013, -0.16466699540615082, 0.18586599826812744, -0.23322400450706482, 0.09465579688549042, -0.1471959948539734, 0.038008298724889755, 0.2763740122318268, 0.46392500400543213, -0.25303998589515686, -0.11979900300502777, -0.2587670087814331, -0.22533699870109558, -0.04967460036277771, -0.043089501559734344, 0.18688400089740753, -0.48264798521995544, -0.3596799969673157, -0.17900200188159943, 0.37766900658607483, 0.07671619951725006, 0.20630499720573425, 0.417043000459671, 0.3911460041999817, -0.20136800408363342, -0.15049800276756287, -0.27503401041030884]","https://i.scdn.co/image/4c1c03259ee642741ae3c2ebc9bdf515c24924fc"
8530,"Steam Down","[0.21997840106487274, -0.21411060094833373, -0.06810650005936622, -0.04935186132788658, -0.06311883963644505, -0.1826389968395233, -0.1628718599677086, -0.019049125723540783, -0.2770266056060791, 0.0430457603186369, -0.11739688068628311, -0.008493410621304065, 0.0334069587290287, 0.34030320048332213, 0.01592049989849329, -0.06262323670089245, -0.2597361981868744, -0.29845899939537046, -0.1991138607263565, -0.07535872012376785, 0.08711045980453491, -0.4360866010189056, -0.030404740013182163, 0.029837080091238023, 0.09973226115107536, -0.1562065988779068, 0.2119348019361496, 0.3456821978092194, 0.3718735992908478, -0.014574059844017028, 0.10690120086073876, -0.08748282038141042]",
20788,"Arlo Parks","[0.2247421145439148, -0.1952581223514345, 0.012598167277044721, -0.037911799218919545, -0.07551203067931864, -0.21219666633341047, -0.1807783552341991, -0.04889277772357067, -0.22815750942875943, 0.04708464412639538, -0.11456028641098076, 0.03774613038533264, 0.04149855590528912, 0.3357540037896898, 0.0639328004585372, -0.0384418565986885, -0.2687089989582698, -0.25772088600529564, -0.1804325348801083, -0.047550574824627906, 0.05866474430594179, -0.38443589210510254, 0.022081452059663005, -0.04532259112844864, 0.06562073733140197, -0.19277211195892757, 0.20910777979426914, 0.30299711061848533, 0.42698288957277936, 0.041321870793278016, 0.19941411084598964, -0.036940876407445304]",
156001,"MC Kevinho","[]","https://i.scdn.co/image/407d9f1f3979c6dc952e4112d675c397bfb3381e"
151248,"Lady Wray","[0.26131701469421387, -0.226950004696846, -0.0656047984957695, -0.04822089895606041, -0.08633849769830704, -0.190994992852211, -0.17073799669742584, -0.04900280013680458, -0.27207401394844055, 0.08556310087442398, -0.12540100514888763, 0.02684280090034008, 0.02623479999601841, 0.3194420039653778, -0.010999600403010845, -0.02123500034213066, -0.2926349937915802, -0.2892659902572632, -0.24784600734710693, -0.07360640168190002, 0.10827700048685074, -0.42233800888061523, -0.06364879757165909, -0.08197230100631714, 0.04810579866170883, -0.16852299869060516, 0.14233900606632233, 0.35960400104522705, 0.37871500849723816, 0.04317320138216019, 0.12010399997234344, 0.0009002949809655547]","https://i.scdn.co/image/640daa94f41f2f15aff6aa0c2a290cef61859b41"
221584,"NOIR","[0.22302350401878357, -0.22619250416755676, 0.19703000038862228, -0.021288549527525902, -0.19801625236868858, -0.10514029953628778, -0.3655339926481247, -0.12969619780778885, -0.18131490424275398, 0.04607245326042175, 0.05065471993293613, -0.15239249914884567, 0.019716599490493536, 0.427737345919013, 0.09615184739232063, 0.17723649740219116, 0.029653149656951427, -0.1514590010046959, -0.1397090032696724, -0.04722990095615387, 0.0007744990289211273, -0.6933449804782867, 0.20396100729703903, -0.15227700024843216, 0.17728545144200325, 0.07313520088791847, 0.0507307481020689, 0.24292650073766708, 0.5158444941043854, -0.022845998406410217, 0.3345699980854988, 0.0020995447412133217]",
110057,"Big Pun","[0.22394571124489496, -0.24641854175614916, -0.03252519339263842, 0.04509952714320166, 0.016685540355929257, -0.19660186323610127, -0.15063242925383719, -0.1058640574015473, -0.25190330778675457, 0.02462782027819547, -0.07796492545231823, -0.06422681393420196, 0.10239627097161116, 0.283679371863405, 0.09308857630089827, -0.040601675644613776, -0.22662749044867764, -0.2910551321946997, -0.23136504511981076, -0.026865521475998334, 0.02330327949471382, -0.4201759975935686, 0.008044425352844642, 0.09531050965520659, 0.11142801109780855, -0.1846306090317216, 0.30848178931935, 0.27952796124804097, 0.4909993445600867, -0.04238739837156948, 0.03577206855572219, -0.06590055999023504]","https://i.scdn.co/image/b34959ec585bd4a2d4306540359bbf9e0aed0fc4"
9812,"ZES","[0.19181348445514837, -0.1757789906890442, 0.05022854908990363, -0.009236637774544457, 0.008974850818049163, -0.2123493328690529, -0.13260136040238044, -0.03384360248067727, -0.24559958217044672, 0.056911490547160305, -0.11911874204330768, -0.0006721507137020429, 0.027481369514134713, 0.3628414993484815, 0.16915910877287388, -0.029370856859410804, -0.20465028223892054, -0.25028633202115697, -0.2048259141544501, 0.0026720237801782787, 0.0311449018966717, -0.4186934133370717, 0.06351503357291222, 0.0037460743139187493, 0.09891902455516781, -0.1846665742341429, 0.28983858600258827, 0.259707311168313, 0.42911583681901294, 0.014873324059105167, 0.14511932572349906, -0.11329570102194945]",
100500,"45 Grave","[-0.33013299107551575, 0.5682920217514038, -0.25543999671936035, 0.30009400844573975, -0.3177669942378998, -0.41195300221443176, 0.19358399510383606, -0.5786030292510986, -0.46390199661254883, -0.24922700226306915, -0.10692699998617172, 0.10374700278043747, 0.28345799446105957, 0.3399389982223511, 0.34991198778152466, 0.36836498975753784, -0.3842430114746094, -0.0875772014260292, -0.36017200350761414, -0.12292200326919556, -0.07554280012845993, -0.9194160103797913, 0.07947719842195511, -0.32078298926353455, 0.08145889639854431, 0.19013699889183044, 0.1971929967403412, -0.07015340030193329, 0.44570499658584595, 0.3577130138874054, 0.5199300050735474, 0.0619954988360405]","https://i.scdn.co/image/b8f2f31d7ded0ff79eb8b84aa2870b61bb3da255"
12433,"Evelyn ""Champagne"" King","[0.006812062347307801, -0.17575236409902573, -0.10910586221143603, -0.11644873587647453, -0.101863648975268, -0.17073874920606613, -0.25980949960649014, -0.04164312873035669, -0.19690356636419892, 0.08225288894027472, -0.15527402656152844, 0.14834168762899935, -0.01937183691188693, 0.28321683732792735, -0.04126623726915568, -0.06190128647722304, -0.3003252483904362, -0.2763483766466379, -0.320420878008008, -0.11572071188129485, 0.13269077567383647, -0.5617992468178272, -0.11688031995436177, -0.09688737569376826, 0.1228405642323196, -0.14748187270015478, 0.09252891148207709, 0.4228442460298538, 0.3118408750742674, 0.013267911970615387, 0.08809808478690684, -0.1448728958639549]",
